info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Financing,4825,3932,2950,1872,686,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Depreciation,16680,4781,3905,4379,3825,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Fuel,2478,2552,2628,2707,2789,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Maintenance,552,926,743,2510,2004,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Repairs,0,0,0,759,1157,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Taxes_Fees,4380,313,280,254,254,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Financing,5338,4351,3264,2071,758,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Depreciation,18192,5458,4459,4999,4369,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Fuel,2478,2552,2628,2707,2789,2023,Cadillac XT6 Sport 4dr SUV AWD,3.6L 6cyl 9A,67493
Insurance,1216,1259,1303,1348,1395,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Maintenance,303,584,450,1959,2106,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Repairs,0,0,139,332,479,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Taxes_Fees,2377,169,152,138,138,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Financing,2859,2329,1748,1109,406,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Depreciation,7577,1927,1824,2140,2028,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Fuel,2646,2725,2807,2891,2978,2023,Chevrolet Blazer 2LT 4dr SUV,2.0L 4cyl Turbo 9A,36142
Insurance,1259,1303,1349,1396,1445,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Maintenance,303,584,450,2079,1991,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Repairs,0,0,148,354,515,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Taxes_Fees,2560,182,163,148,148,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Financing,3089,2516,1889,1198,439,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Depreciation,7610,2377,2250,2639,2501,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Fuel,2756,2839,2924,3012,3102,2023,Chevrolet Blazer 2LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,39048
Insurance,1216,1259,1303,1348,1395,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Maintenance,303,584,450,1959,2106,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Repairs,0,0,139,332,479,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Taxes_Fees,2610,186,167,151,151,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Financing,3152,2568,1927,1223,448,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Depreciation,9172,2183,2068,2424,2297,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Fuel,2646,2725,2807,2891,2978,2023,Chevrolet Blazer 3LT 4dr SUV,2.0L 4cyl Turbo 9A,39847
Insurance,1259,1303,1349,1396,1445,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Maintenance,303,584,450,2079,1991,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Repairs,0,0,148,354,515,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Taxes_Fees,2845,203,182,165,165,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Financing,3447,2809,2107,1337,490,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Depreciation,10866,2524,2387,2800,2652,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Fuel,2756,2839,2924,3012,3102,2023,Chevrolet Blazer 3LT 4dr SUV AWD,2.0L 4cyl Turbo 9A,43578
Insurance,1181,1222,1265,1309,1355,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Maintenance,303,584,450,2133,2280,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Repairs,0,0,139,332,479,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Taxes_Fees,3014,215,192,175,175,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Financing,3659,2982,2238,1419,520,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Depreciation,10282,2723,2577,3021,2861,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Fuel,2646,2725,2807,2891,2978,2023,Chevrolet Blazer Premier 4dr SUV,2.0L 4cyl Turbo 9A,46263
Insurance,1184,1225,1268,1313,1359,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Maintenance,303,584,450,2253,2165,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Repairs,0,0,148,354,515,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Taxes_Fees,3206,229,205,186,186,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Financing,3902,3179,2386,1513,555,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Depreciation,10272,2961,2802,3286,3112,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Fuel,2756,2839,2924,3012,3102,2023,Chevrolet Blazer Premier 4dr SUV AWD,2.0L 4cyl Turbo 9A,49328
Insurance,1206,1248,1292,1337,1384,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Maintenance,326,592,473,2033,2215,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Repairs,0,0,126,297,433,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Taxes_Fees,2989,213,191,173,173,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Financing,3629,2957,2219,1407,516,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Depreciation,9124,2907,2753,3226,3058,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Fuel,2367,2438,2511,2586,2664,2023,Chevrolet Blazer RS 4dr SUV,3.6L 6cyl 9A,45878
Insurance,1273,1318,1364,1411,1461,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Maintenance,326,592,473,2153,2100,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Repairs,0,0,136,322,468,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Taxes_Fees,3237,231,207,187,187,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Financing,3940,3211,2409,1528,560,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Depreciation,10118,2796,2646,3102,2937,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Fuel,2478,2552,2628,2707,2789,2023,Chevrolet Blazer RS 4dr SUV AWD,3.6L 6cyl 9A,49813
Insurance,1358,1406,1455,1506,1558,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Maintenance,227,576,438,2161,966,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Repairs,0,0,139,332,479,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Taxes_Fees,1922,137,123,111,111,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Financing,2346,1912,1435,910,333,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Depreciation,4507,1924,1570,1761,1539,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro 1LS 2dr Coupe,2.0L 4cyl Turbo 6M,29662
Insurance,1320,1366,1414,1464,1515,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Maintenance,227,576,438,2271,966,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Repairs,0,0,139,332,479,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Taxes_Fees,2146,153,137,124,124,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Financing,2627,2141,1606,1019,373,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Depreciation,4575,2262,1849,2072,1810,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro 1LT 2dr Coupe,2.0L 4cyl Turbo 6M,33213
Insurance,1468,1519,1573,1628,1685,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Maintenance,236,852,444,2932,1195,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Repairs,0,0,126,297,433,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Taxes_Fees,3016,215,193,175,175,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Financing,3721,3033,2276,1443,529,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Depreciation,7461,3079,2515,2819,2464,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Camaro 1SS 2dr Coupe,6.2L 8cyl 6M,47050
Insurance,1331,1378,1426,1476,1527,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Maintenance,227,576,438,2271,966,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Repairs,0,0,139,332,479,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Taxes_Fees,2313,165,147,134,134,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Financing,2836,2312,1734,1101,403,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Depreciation,4814,2491,2036,2283,1995,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro 2LT 2dr Coupe,2.0L 4cyl Turbo 6M,35861
Insurance,1475,1527,1580,1635,1693,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Maintenance,236,852,444,2932,1195,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Repairs,0,0,126,297,433,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Taxes_Fees,3386,241,216,196,196,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Financing,4186,3412,2560,1624,595,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Depreciation,8420,3121,2550,2857,2497,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Camaro 2SS 2dr Coupe,6.2L 8cyl 6M,52928
Insurance,1331,1378,1426,1476,1527,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Maintenance,227,576,438,2271,966,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Repairs,0,0,139,332,479,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Taxes_Fees,2605,186,166,151,151,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Financing,3205,2611,1959,1243,456,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Depreciation,6011,2686,2194,2459,2149,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro 3LT 2dr Coupe,2.0L 4cyl Turbo 6M,40514
Insurance,1418,1468,1519,1572,1627,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Maintenance,227,576,438,2161,966,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Repairs,0,0,139,332,479,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Taxes_Fees,2382,170,152,138,138,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Financing,2924,2382,1788,1134,416,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Depreciation,7762,2521,2058,2309,2017,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro Convertible 1LT 2dr Convertible,2.0L 4cyl Turbo 6M,36964
Insurance,1432,1482,1534,1588,1643,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Maintenance,227,576,438,2161,966,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Repairs,0,0,139,332,479,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Taxes_Fees,2650,189,169,153,153,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Financing,3262,2658,1994,1265,464,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Depreciation,5795,2761,2255,2528,2209,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Fuel,3008,3098,3191,3287,3385,2023,Chevrolet Camaro Convertible 2LT 2dr Convertible,2.0L 4cyl Turbo 6M,41238
Insurance,1320,1366,1414,1464,1515,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Maintenance,236,852,444,2398,1195,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Repairs,0,0,126,297,433,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Taxes_Fees,2731,195,174,158,158,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Financing,3362,2740,2056,1305,477,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Depreciation,6398,2824,2307,2588,2261,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Camaro LT1 2dr Coupe,6.2L 8cyl 6M,42510
Insurance,1802,1865,1930,1998,2068,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Maintenance,227,633,437,2606,1137,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Repairs,0,0,139,332,479,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Taxes_Fees,6008,330,296,268,268,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Financing,5963,4858,3646,2313,847,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Depreciation,10928,4921,4020,4505,3938,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Fuel,4137,4261,4388,4520,4656,2023,Chevrolet Camaro ZL1 ZL1 2dr Coupe,6.2L 8cyl S/C 6M,75383
Insurance,1627,1684,1743,1804,1867,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Maintenance,242,639,511,2929,1120,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Repairs,0,0,229,543,789,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Taxes_Fees,5188,370,332,301,301,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Financing,6512,5308,3982,2526,925,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Depreciation,9775,6111,4993,5599,4890,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Corvette Stingray 2dr Convertible w/1LT,6.2L 8cyl 8AM,82358
Insurance,1595,1651,1709,1768,1830,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Maintenance,242,639,511,2929,1120,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Repairs,0,0,229,543,789,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Taxes_Fees,5890,421,377,342,342,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Financing,7396,6027,4522,2869,1051,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Depreciation,19155,5073,4146,4650,4062,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Corvette Stingray 2dr Convertible w/2LT,6.2L 8cyl 8AM,93505
Insurance,1600,1656,1714,1774,1836,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Maintenance,242,639,511,2929,1120,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Repairs,0,0,229,543,789,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Taxes_Fees,6366,455,407,369,369,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Financing,7995,6515,4889,3101,1136,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Depreciation,20772,6352,5191,5816,5087,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Fuel,3479,3584,3691,3802,3916,2023,Chevrolet Corvette Stingray 2dr Convertible w/3LT,6.2L 8cyl 8AM,101080
Insurance,1206,1248,1292,1337,1384,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Maintenance,262,509,484,1797,1812,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Repairs,0,0,139,332,479,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Taxes_Fees,1816,129,116,105,105,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Financing,2173,1771,1328,843,309,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Depreciation,5179,1632,1545,1813,1716,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox LS 4dr SUV,1.5L 4cyl Turbo 6A,27471
Insurance,1273,1318,1364,1411,1461,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Maintenance,282,528,504,1938,1718,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Repairs,0,0,148,354,515,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Taxes_Fees,1939,138,124,112,112,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Financing,2328,1897,1423,903,331,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Depreciation,6759,1648,1559,1830,1733,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox LS 4dr SUV AWD,1.5L 4cyl Turbo 6A,29430
Insurance,1216,1259,1303,1348,1395,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Maintenance,262,509,484,1797,1812,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Repairs,0,0,139,332,479,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Taxes_Fees,1921,137,122,111,111,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Financing,2305,1879,1409,895,327,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Depreciation,5764,1779,1685,1976,1871,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox LT 4dr SUV,1.5L 4cyl Turbo 6A,29145
Insurance,1259,1303,1349,1396,1445,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Maintenance,282,528,504,1938,1718,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Repairs,0,0,148,354,515,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Taxes_Fees,2059,147,131,119,119,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Financing,2478,2020,1515,962,352,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Depreciation,7107,1818,1719,2018,1910,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox LT 4dr SUV AWD,1.5L 4cyl Turbo 6A,31333
Insurance,1181,1222,1265,1309,1355,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Maintenance,262,509,484,1911,1927,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Repairs,0,0,139,332,479,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Taxes_Fees,2267,161,145,131,131,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Financing,2740,2233,1675,1063,389,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Depreciation,6740,2420,2289,2684,2544,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox Premier 4dr SUV,1.5L 4cyl Turbo 6A,34639
Insurance,1184,1225,1268,1313,1359,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Maintenance,282,528,504,2052,1833,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Repairs,0,0,148,354,515,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Taxes_Fees,2440,174,156,141,141,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Financing,2958,2411,1808,1148,420,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Depreciation,7202,2784,2635,3091,2927,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox Premier 4dr SUV AWD,1.5L 4cyl Turbo 6A,37398
Insurance,1181,1222,1265,1309,1355,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Maintenance,262,509,484,2204,2219,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Repairs,0,0,139,332,479,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Taxes_Fees,2167,154,138,125,125,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Financing,2614,2130,1599,1014,371,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Depreciation,6768,2103,1990,2335,2211,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox RS 4dr SUV,1.5L 4cyl Turbo 6A,33050
Insurance,1184,1225,1268,1313,1359,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Maintenance,282,528,504,2345,2125,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Repairs,0,0,148,354,515,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Taxes_Fees,2261,161,144,131,131,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Financing,2733,2227,1671,1060,388,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Depreciation,7074,2199,2081,2441,2312,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Fuel,2002,2062,2124,2188,2253,2023,Chevrolet Equinox RS 4dr SUV AWD,1.5L 4cyl Turbo 6A,34551
Insurance,1303,1349,1396,1445,1495,2023,Chevrolet Malibu 1LT 4dr Sedan,1.5L 4cyl Turbo CVT,28789
Maintenance,221,561,419,966,1789,2023,Chevrolet Malibu 1LT 4dr Sedan,1.5L 4cyl Turbo CVT,28789
Repairs,0,0,133,316,458,2023,Chevrolet Malibu 1LT 4dr Sedan,1.5L 4cyl Turbo CVT,28789
Taxes_Fees,1867,133,119,108,108,2023,Chevrolet Malibu 1LT 4dr Sedan,1.5L 4cyl Turbo CVT,28789
